ukmcs_variable_name,ukmcs_variable_label,mcs_variables_value_labels,combined_labels
APTRAV00,Journey time from home to work  ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Under 5 minutes; 2.0 = 5, under 15 minutes; 3.0 = 15,under 30 minutes; 4.0 = 30, under 45 minutes; 5.0 = 45, under 1 hour; 6.0 = 1 under 2 hours; 7.0 = 2 or more hours; 8.0 = Works at home; 9.0 = No fixed place of work","Journey time from home to work  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Under 5 minutes; 2.0 = 5, under 15 minutes; 3.0 = 15,under 30 minutes; 4.0 = 30, under 45 minutes; 5.0 = 45, under 1 hour; 6.0 = 1 under 2 hours; 7.0 = 2 or more hours; 8.0 = Works at home; 9.0 = No fixed place of work"
APRWRM0A,Reasons in paid work MC1,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response","Reasons in paid work MC1: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response"
APRWRM0B,Reasons in paid work MC2,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response","Reasons in paid work MC2: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response"
APRWRM0C,Reasons in paid work MC3,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response","Reasons in paid work MC3: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response"
APRWRM0D,Reasons in paid work MC4,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response","Reasons in paid work MC4: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response"
APRWRM0E,Reasons in paid work MC5,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response","Reasons in paid work MC5: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response"
APRWRM0F,Reasons in paid work MC6,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response","Reasons in paid work MC6: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Financial, I am important as a breadwinner; 2.0 = Financial, for family extras; 3.0 = Career; 4.0 = Enjoyment; 5.0 = To give time for myself; 6.0 = To have adult company; 51.0 = Other/Financial - to improve/maintain; 52.0 = Other/Other social or psycho-social reasons; 53.0 = Other/Other work related reasons; 85.0 = Other answer (not codeable 1-6, 51-53); 86.0 = Irrelevant response"
APJBDM0A,Change in job characteristics MC1   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways","Change in job characteristics MC1   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways"
APJBDM0B,Change in job characteristics MC2   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways","Change in job characteristics MC2   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways"
APJBDM0C,Change in job characteristics MC3   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways","Change in job characteristics MC3   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways"
APJBDM0D,Change in job characteristics MC4   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways","Change in job characteristics MC4   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways"
APJBDM0E,Change in job characteristics MC5   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways","Change in job characteristics MC5   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways"
APJBDM0F,Change in job characteristics MC6   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways","Change in job characteristics MC6   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 0.0 = No different; 1.0 = Higher pay; 2.0 = Lower pay; 3.0 = Shorter hours; 4.0 = Longer hours; 5.0 = Different timing of hours; 6.0 = Higher status; 7.0 = Lower status; 8.0 = Different job content; 51.0 = Other/Different employment status; 85.0 = Other answer (not codeable 0-8,51); 86.0 = Irrelevant response; 95.0 = Different in other ways"
APNETP00,Net (take-home) pay last time (period)  ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = 1 week; 2.0 = Fortnight; 3.0 = Four weeks; 4.0 = Calendar month; 5.0 = Year; 51.0 = Other/Three weeks; 52.0 = Other/Five weeks; 53.0 = Other/Six weeks; 54.0 = Other/Seven weeks; 55.0 = Other/Eight weeks; 56.0 = Other/Two calendar months; 57.0 = Other/Eight times a year; 58.0 = Other/Nine times a year; 59.0 = Other/Ten times a year; 60.0 = Other/Three months/13 weeks; 61.0 = Other/Six months/26 weeks; 62.0 = Other/Hourly; 63.0 = Other/Daily; 64.0 = Other/One off lump sum; 85.0 = Other answer (not codeable 1-5,51-64); 86.0 = Irrelevant response","Net (take-home) pay last time (period)  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = 1 week; 2.0 = Fortnight; 3.0 = Four weeks; 4.0 = Calendar month; 5.0 = Year; 51.0 = Other/Three weeks; 52.0 = Other/Five weeks; 53.0 = Other/Six weeks; 54.0 = Other/Seven weeks; 55.0 = Other/Eight weeks; 56.0 = Other/Two calendar months; 57.0 = Other/Eight times a year; 58.0 = Other/Nine times a year; 59.0 = Other/Ten times a year; 60.0 = Other/Three months/13 weeks; 61.0 = Other/Six months/26 weeks; 62.0 = Other/Hourly; 63.0 = Other/Daily; 64.0 = Other/One off lump sum; 85.0 = Other answer (not codeable 1-5,51-64); 86.0 = Irrelevant response"
APTAXC0A,Net pay inc tax credits MC1 ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, the Children s Tax Credit; 2.0 = Yes, the Working Families Tax Credit; 3.0 = Yes, the Disabled Persons Tax Credit; 4.0 = No; 5.0 = Spontaneous: gets Children s Tax Credit; 6.0 = Spontaneous: gets WFTC but NOT included","Net pay inc tax credits MC1 : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, the Children s Tax Credit; 2.0 = Yes, the Working Families Tax Credit; 3.0 = Yes, the Disabled Persons Tax Credit; 4.0 = No; 5.0 = Spontaneous: gets Children s Tax Credit; 6.0 = Spontaneous: gets WFTC but NOT included"
APTAXC0B,Net pay inc tax credits MC2 ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, the Children s Tax Credit; 2.0 = Yes, the Working Families Tax Credit; 3.0 = Yes, the Disabled Persons Tax Credit; 4.0 = No; 5.0 = Spontaneous: gets Children s Tax Credit; 6.0 = Spontaneous: gets WFTC but NOT included","Net pay inc tax credits MC2 : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, the Children s Tax Credit; 2.0 = Yes, the Working Families Tax Credit; 3.0 = Yes, the Disabled Persons Tax Credit; 4.0 = No; 5.0 = Spontaneous: gets Children s Tax Credit; 6.0 = Spontaneous: gets WFTC but NOT included"
APTAXC0C,Net pay inc tax credits MC3 ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, the Children s Tax Credit; 2.0 = Yes, the Working Families Tax Credit; 3.0 = Yes, the Disabled Persons Tax Credit; 4.0 = No; 5.0 = Spontaneous: gets Children s Tax Credit; 6.0 = Spontaneous: gets WFTC but NOT included","Net pay inc tax credits MC3 : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, the Children s Tax Credit; 2.0 = Yes, the Working Families Tax Credit; 3.0 = Yes, the Disabled Persons Tax Credit; 4.0 = No; 5.0 = Spontaneous: gets Children s Tax Credit; 6.0 = Spontaneous: gets WFTC but NOT included"
APGROP00,Gross pay last time ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = 1 week; 2.0 = Fortnight; 3.0 = Four weeks; 4.0 = Calendar month; 5.0 = Year; 51.0 = Other/Three weeks; 52.0 = Other/Five weeks; 53.0 = Other/Six weeks; 54.0 = Other/Seven weeks; 55.0 = Other/Eight weeks; 56.0 = Other/Two calendar months; 57.0 = Other/Eight times a year; 58.0 = Other/Nine times a year; 59.0 = Other/Ten times a year; 60.0 = Other/Three months/13 weeks; 61.0 = Other/Six months/26 weeks; 62.0 = Other/Hourly; 63.0 = Other/Daily; 64.0 = Other/One off lump sum; 85.0 = Other answer (not codeable 1-5,51-64); 86.0 = Irrelevant response","Gross pay last time : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = 1 week; 2.0 = Fortnight; 3.0 = Four weeks; 4.0 = Calendar month; 5.0 = Year; 51.0 = Other/Three weeks; 52.0 = Other/Five weeks; 53.0 = Other/Six weeks; 54.0 = Other/Seven weeks; 55.0 = Other/Eight weeks; 56.0 = Other/Two calendar months; 57.0 = Other/Eight times a year; 58.0 = Other/Nine times a year; 59.0 = Other/Ten times a year; 60.0 = Other/Three months/13 weeks; 61.0 = Other/Six months/26 weeks; 62.0 = Other/Hourly; 63.0 = Other/Daily; 64.0 = Other/One off lump sum; 85.0 = Other answer (not codeable 1-5,51-64); 86.0 = Irrelevant response"
