ECHO Variable,ECHO Variable Description,UKMCS Variable,UKMCS Variable Description,Similarity Score
6. What was your bedtime on WEEKENDS (Friday and Saturday nights)? AM/PM),"6. What was your bedtime on WEEKENDS (Friday and Saturday nights)? AM/PM): AM, PM, Not applicable, Declined, Don't know, Missing",Sleepy at about the same time each evening  ,Sleepy at about the same time each evening  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Almost never; 2.0 = Rarely; 3.0 = Usually does not; 4.0 = Often; 5.0 = Almost always,0.8278173497598238
7. When did you usually wake up on WEEKENDS (Saturday and Sunday mornings)? Hour),7. When did you usually wake up on WEEKENDS (Saturday and Sunday mornings)? Hour): ,Frequency works at weekends ,Frequency works at weekends : 1.0 = Every week; 2.0 = At least once per month; 3.0 = Less than once per month; 4.0 = Never; -9.0 = Refusal; -8.0 = Don't Know,0.811312240054383
7. When did you usually wake up on WEEKENDS (Saturday and Sunday mornings)? Minute),7. When did you usually wake up on WEEKENDS (Saturday and Sunday mornings)? Minute): ,Frequency works at weekends ,Frequency works at weekends : 1.0 = Every week; 2.0 = At least once per month; 3.0 = Less than once per month; 4.0 = Never; -9.0 = Refusal; -8.0 = Don't Know,0.8122749716183092
7. When did you usually wake up on WEEKENDS (Saturday and Sunday mornings)? AM/PM),"7. When did you usually wake up on WEEKENDS (Saturday and Sunday mornings)? AM/PM): AM, PM, Not applicable, Declined, Don't know, Missing",Number of days per week do you work in your job?,Number of days per week do you work in your job?: -9.0 = Refusal; -8.0 = Don't Know,0.8224233699527622
"8. In the past 7 days, I ""put-off"" or delayed bedtime.","8. In the past 7 days, I ""put-off"" or delayed bedtime.: Never, Rarely, Sometimes, Often, Always, Not applicable, Declined, Don't know, Missing",Sleepy at about the same time each evening  ,Sleepy at about the same time each evening  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Almost never; 2.0 = Rarely; 3.0 = Usually does not; 4.0 = Often; 5.0 = Almost always,0.8628745984977919
9. How long did it typically take you to fall asleep at night? Hours,9. How long did it typically take you to fall asleep at night? Hours: ,Sleepy at about the same time each evening  ,Sleepy at about the same time each evening  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Almost never; 2.0 = Rarely; 3.0 = Usually does not; 4.0 = Often; 5.0 = Almost always,0.8441396268598768
1. How many hours did you usually spend sleeping during the NIGHT? Minute,1. How many hours did you usually spend sleeping during the NIGHT? Minute: ,Frequency wakes up at night ,"Frequency wakes up at night : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = ... never,; 2.0 = occasionally,; 3.0 = most nights,; 4.0 = once every night,",0.8360672124926964
"10. In the past 7 days, I woke up during the night and had trouble falling back asleep.","10. In the past 7 days, I woke up during the night and had trouble falling back asleep.: Never, Rarely, Sometimes, Often, Always, Not applicable, Declined, Don't know, Missing",Frequency wakes up at night ,"Frequency wakes up at night : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = ... never,; 2.0 = occasionally,; 3.0 = most nights,; 4.0 = once every night,",0.8681990194087235
"11. In the past 7 days, I woke up in the morning feeling rested and alert.","11. In the past 7 days, I woke up in the morning feeling rested and alert.: Never, Rarely, Sometimes, Often, Always, Not applicable, Declined, Don't know, Missing",Sleepy at about the same time each evening  ,Sleepy at about the same time each evening  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Almost never; 2.0 = Rarely; 3.0 = Usually does not; 4.0 = Often; 5.0 = Almost always,0.8514483588694972
"12. In the past 7 days, I snored during sleep.","12. In the past 7 days, I snored during sleep.: Never, Rarely, Sometimes, Often, Always, Not applicable, Declined, Don't know, Missing",Sleepy at about the same time each evening  ,Sleepy at about the same time each evening  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Almost never; 2.0 = Rarely; 3.0 = Usually does not; 4.0 = Often; 5.0 = Almost always,0.8512302257633895
"13. In the past 7 days, I got enough sleep.","13. In the past 7 days, I got enough sleep.: Never, Rarely, Sometimes, Often, Always, Not applicable, Declined, Don't know, Missing",Sleepy at about the same time each evening  ,Sleepy at about the same time each evening  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Almost never; 2.0 = Rarely; 3.0 = Usually does not; 4.0 = Often; 5.0 = Almost always,0.8561672756264678
"14. On ""free"" days, what time did you wake up? Hour","14. On ""free"" days, what time did you wake up? Hour: ",Interview Date (day),Interview Date (day): ,0.8178877077202584
"14. On ""free"" days, what time did you wake up? Minute","14. On ""free"" days, what time did you wake up? Minute: ",Interview Date (day),Interview Date (day): ,0.8096313922529609
"14. On ""free"" days, what time did you wake up? AM/PM","14. On ""free"" days, what time did you wake up? AM/PM: AM, PM, Not applicable, Declined, Don't know, Missing",Number of days per week do you work in your job?,Number of days per week do you work in your job?: -9.0 = Refusal; -8.0 = Don't Know,0.8293185503761252
"15. On nights before ""free"" days, what time did you go to bed (body in bed)? Hour)","15. On nights before ""free"" days, what time did you go to bed (body in bed)? Hour): ",Frequency wakes up at night ,"Frequency wakes up at night : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = ... never,; 2.0 = occasionally,; 3.0 = most nights,; 4.0 = once every night,",0.8205810755024441
"15. On nights before ""free"" days, what time did you go to bed (body in bed)? Minute)","15. On nights before ""free"" days, what time did you go to bed (body in bed)? Minute): ",Frequency wakes up at night ,"Frequency wakes up at night : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = ... never,; 2.0 = occasionally,; 3.0 = most nights,; 4.0 = once every night,",0.8220988608165773
"15. On nights before ""free"" days, what time did you go to bed (body in bed)? AM/PM)","15. On nights before ""free"" days, what time did you go to bed (body in bed)? AM/PM): AM, PM, Not applicable, Declined, Don't know, Missing",Sleepy at about the same time each evening  ,Sleepy at about the same time each evening  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Almost never; 2.0 = Rarely; 3.0 = Usually does not; 4.0 = Often; 5.0 = Almost always,0.8411319909369147
"16. On nights before ""free"" days, how much time did it take you to fall asleep (after the lights were turned out)? Hours)","16. On nights before ""free"" days, how much time did it take you to fall asleep (after the lights were turned out)? Hours): ",Frequency wakes up at night ,"Frequency wakes up at night : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = ... never,; 2.0 = occasionally,; 3.0 = most nights,; 4.0 = once every night,",0.822128137996933
"16. On nights before ""free"" days, how much time did it take you to fall asleep (after the lights were turned out)? Minute)","16. On nights before ""free"" days, how much time did it take you to fall asleep (after the lights were turned out)? Minute): ",Sleepy at about the same time each evening  ,Sleepy at about the same time each evening  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Almost never; 2.0 = Rarely; 3.0 = Usually does not; 4.0 = Often; 5.0 = Almost always,0.8265461171738483
"17. In the past month in the weeks in which you worked, what hours of the day or shift did you normally work?","17. In the past month in the weeks in which you worked, what hours of the day or shift did you normally work?: Daytime (starting between 5am and noon), Afternoon/Evening (starting between noon and 9pm), Nighttime (starting between 9pm and 5am), Rotating shifts (changing regularly from days to evenings to nights), Split shift (two distinct work periods each day), Irregular schedule (changing from day to day), Other, Not applicable [Did not work in the past month.], Declined, Don't know, Missing",How often work after 10pm up to 7am ,How often work after 10pm up to 7am : 1.0 = Every week; 2.0 = At least once per month; 3.0 = Less than once per month; 4.0 = Never; -9.0 = Refusal; -8.0 = Don't Know,0.8745597238207434
"17. In the past month in the weeks in which you worked, what hours of the day or shift did you normally work? Other, specify (de-identified)","17. In the past month in the weeks in which you worked, what hours of the day or shift did you normally work? Other, specify (de-identified): ",Usual work hours per week   ,Usual work hours per week   : -8.0 = Don't Know; -1.0 = Not applicable,0.8373902986552352
"If Other Respondent, Code:","If Other Respondent, Code:: ",Person Number for Main or Partner respondent,Person Number for Main or Partner respondent: ,0.8432781147751838
1. Is there a television (TV) set where the child resides?,"1. Is there a television (TV) set where the child resides?: Yes, No, Not applicable, Declined, Don't know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8385236898645025
"1.a. When someone is there, how often is a TV on, even if no one is watching it?","1.a. When someone is there, how often is a TV on, even if no one is watching it?: Never, Hardly ever, Some of the time, Most of the time, All of the time, Not applicable, Declined, Don't know, Missing",Frequency works away from home overnight,Frequency works away from home overnight: 1.0 = Every week; 2.0 = At least once per month; 3.0 = Less than once per month; 4.0 = Never; -9.0 = Refusal; -8.0 = Don't Know,0.834655605898804
2.  Is there wireless internet (wifi) service in the place where the child resides?,"2.  Is there wireless internet (wifi) service in the place where the child resides?: Yes, No, Not applicable, Declined, Don't know, Missing",Whether linked to internet  ,"Whether linked to internet  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, at work or college; 2.0 = Yes, at home; 3.0 = Yes, both",0.8346010064059085
"3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Laptop or desktop computer","3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Laptop or desktop computer: Laptop or desktop computer: No, Laptop or desktop computer: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.7982402934390274
"3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Video game player (such as X-Box, Wii, Playstation)","3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Video game player (such as X-Box, Wii, Playstation): Video game player (such as X-Box, Wii, Playstation): No, Video game player (such as X-Box, Wii, Playstation): Yes",Any places where children can play safely   ,Any places where children can play safely   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.7984078515733326
"3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Portable/handheld game player (such as Nintendo DS or Switch, Game Boy)","3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Portable/handheld game player (such as Nintendo DS or Switch, Game Boy): Portable/handheld game player (such as Nintendo DS or Switch, Game Boy): No, Portable/handheld game player (such as Nintendo DS or Switch, Game Boy): Yes",Any places where children can play safely   ,Any places where children can play safely   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.8046958558902803
"3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Educational game device (such as Leapster/LeapPad, LeapFrog Epic, Playtime Pad, or V-Tech device - V Smile, Mobigo, or Innotab)","3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Educational game device (such as Leapster/LeapPad, LeapFrog Epic, Playtime Pad, or V-Tech device - V Smile, Mobigo, or Innotab): Educational game device (such as Leapster/LeapPad, LeapFrog Epic, Playtime Pad, or V-Tech device - V Smile, Mobigo, or Innotab): No, Educational game device (such as Leapster/LeapPad, LeapFrog Epic, Playtime Pad, or V-Tech device - V Smile, Mobigo, or Innotab): Yes",Any places where children can play safely   ,Any places where children can play safely   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.8064651363455553
"3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Smartphone (such as iPhone, Galaxy, Nexus, or other phone that connects to the internet)","3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Smartphone (such as iPhone, Galaxy, Nexus, or other phone that connects to the internet): Smartphone (such as iPhone, Galaxy, Nexus, or other phone that connects to the internet): No, Smartphone (such as iPhone, Galaxy, Nexus, or other phone that connects to the internet): Yes",Whether linked to internet  ,"Whether linked to internet  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, at work or college; 2.0 = Yes, at home; 3.0 = Yes, both",0.7979469454510255
"3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Regular cell phone (just for talking or texting)","3. Which of the following, if any, is in the place where the child resides? [Select all that apply or 'None of the above.']: Regular cell phone (just for talking or texting): Regular cell phone (just for talking or texting): No, Regular cell phone (just for talking or texting): Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8022808081356358
